Protein ID,Entry Name,Gene,Protein,Protein name,Protein Length,Organism,Protein Existence,Protein Probability,Top Peptide Probability,PD1,CTRL,log2FC_PD1_vs_CTRL,time
P02765,FETUA_HUMAN,AHSG,sp|P02765|FETUA_HUMAN,Alpha-2-HS-glycoprotein,367,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.229296308141539,14.891604928634642,0.33769137950689654,5 min
P02769,ALBU_BOVIN,ALB,sp|P02769|ALBU_BOVIN,Albumin,607,Bos taurus,1:Experimental evidence at protein level,1.0,0.999,17.164229935592175,17.077390522920254,0.08683941267192097,5 min
P02771,FETA_HUMAN,AFP,sp|P02771|FETA_HUMAN,Alpha-fetoprotein,609,Homo sapiens,1:Experimental evidence at protein level,0.9994,0.999,0.0,0.0,0.0,5 min
P02786,TFR1_HUMAN,TFRC,sp|P02786|TFR1_HUMAN,Transferrin receptor protein 1,760,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.82686877403915,16.94875026189566,-0.12188148785651265,5 min
P02788,TRFL_HUMAN,LTF,sp|P02788|TRFL_HUMAN,Lactotransferrin,710,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P02794,FRIH_HUMAN,FTH1,sp|P02794|FRIH_HUMAN,Ferritin heavy chain,183,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.84766371924536,13.78318873257299,0.06447498667237106,5 min
P02795,MT2_HUMAN,MT2A,sp|P02795|MT2_HUMAN,Metallothionein-2,61,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.668765427973486,16.38846590570195,0.2802995222715374,5 min
P03886,NU1M_HUMAN,MT-ND1,sp|P03886|NU1M_HUMAN,NADH-ubiquinone oxidoreductase chain 1,318,Homo sapiens,1:Experimental evidence at protein level,0.9995,0.999,0.0,0.0,0.0,5 min
P03915,NU5M_HUMAN,MT-ND5,sp|P03915|NU5M_HUMAN,NADH-ubiquinone oxidoreductase chain 5,603,Homo sapiens,1:Experimental evidence at protein level,0.9319,0.999,0.0,13.994934657022721,-13.994934657022721,5 min
P03928,ATP8_HUMAN,MT-ATP8,sp|P03928|ATP8_HUMAN,ATP synthase protein 8,68,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.677491890246262,16.694071726298056,-0.01657983605179325,5 min
P04004,VTNC_HUMAN,VTN,sp|P04004|VTNC_HUMAN,Vitronectin,478,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.10315613654107,15.350738244296117,0.7524178922449529,5 min
P04040,CATA_HUMAN,CAT,sp|P04040|CATA_HUMAN,Catalase,527,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.457575960803453,16.32896509098138,0.12861086982207226,5 min
P04066,FUCO_HUMAN,FUCA1,sp|P04066|FUCO_HUMAN,Tissue alpha-L-fucosidase,466,Homo sapiens,1:Experimental evidence at protein level,0.9719,0.999,0.0,0.0,0.0,5 min
P04075,ALDOA_HUMAN,ALDOA,sp|P04075|ALDOA_HUMAN,Fructose-bisphosphate aldolase A,364,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.8528110562954,19.797444274894076,0.05536678140132523,5 min
P04080,CYTB_HUMAN,CSTB,sp|P04080|CYTB_HUMAN,Cystatin-B,98,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.632170236029175,16.963421533965576,-0.33125129793640085,5 min
P04083,ANXA1_HUMAN,ANXA1,sp|P04083|ANXA1_HUMAN,Annexin A1,346,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.5172718309211,16.52654993485251,-0.009278103931411152,5 min
P04114,APOB_HUMAN,APOB,sp|P04114|APOB_HUMAN,Apolipoprotein B-100,4563,Homo sapiens,1:Experimental evidence at protein level,1.0,0.9989,7.422614220370506,6.969200746925567,0.45341347344493954,5 min
P04156,PRIO_HUMAN,PRNP,sp|P04156|PRIO_HUMAN,Major prion protein,253,Homo sapiens,1:Experimental evidence at protein level,0.9719,0.999,0.0,0.0,0.0,5 min
P04179,SODM_HUMAN,SOD2,sp|P04179|SODM_HUMAN,"Superoxide dismutase [Mn], mitochondrial",222,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.302662754635481,15.672059188993556,-0.3693964343580749,5 min
P04181,OAT_HUMAN,OAT,sp|P04181|OAT_HUMAN,"Ornithine aminotransferase, mitochondrial",439,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.363779800676394,15.475420481619384,-0.1116406809429904,5 min
P04183,KITH_HUMAN,TK1,sp|P04183|KITH_HUMAN,"Thymidine kinase, cytosolic",234,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P04216,THY1_HUMAN,THY1,sp|P04216|THY1_HUMAN,Thy-1 membrane glycoprotein,161,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.66781290134977,15.664042785503359,0.0037701158464109596,5 min
P04234,CD3D_HUMAN,CD3D,sp|P04234|CD3D_HUMAN,T-cell surface glycoprotein CD3 delta chain,171,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.339588050716584,15.75507947857216,-0.41549142785557613,5 min
P04264,K2C1_HUMAN,KRT1,sp|P04264|K2C1_HUMAN,"Keratin, type II cytoskeletal 1",644,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.158219498829034,14.201256294905843,0.9569632039231912,5 min
P04350,TBB4A_HUMAN,TUBB4A,sp|P04350|TBB4A_HUMAN,Tubulin beta-4A chain,444,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.63714446949044,17.449471616429115,0.18767285306132564,5 min
P04406,G3P_HUMAN,GAPDH,sp|P04406|G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase,335,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,21.52895053138687,21.39478161993236,0.13416891145450904,5 min
P04439,HLAA_HUMAN,HLA-A,sp|P04439|HLAA_HUMAN,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.50771585285731,16.358693308036568,0.14902254482074184,5 min
P04632,CPNS1_HUMAN,CAPNS1,sp|P04632|CPNS1_HUMAN,Calpain small subunit 1,268,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.259911321119052,15.478705408035651,-0.21879408691659918,5 min
P04731,MT1A_HUMAN,MT1A,sp|P04731|MT1A_HUMAN,Metallothionein-1A,61,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,0.0,0.0,0.0,5 min
P04733,MT1F_HUMAN,MT1F,sp|P04733|MT1F_HUMAN,Metallothionein-1F,61,Homo sapiens,1:Experimental evidence at protein level,0.9319,0.999,14.581872647621537,13.987724928673263,0.5941477189482747,5 min
P04818,TYSY_HUMAN,TYMS,sp|P04818|TYSY_HUMAN,Thymidylate synthase,313,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.903479455373542,17.193679577000772,-0.29020012162722963,5 min
P04839,CY24B_HUMAN,CYBB,sp|P04839|CY24B_HUMAN,Cytochrome b-245 heavy chain,570,Homo sapiens,1:Experimental evidence at protein level,0.999,0.999,0.0,0.0,0.0,5 min
P04843,RPN1_HUMAN,RPN1,sp|P04843|RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,607,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.645597452732655,17.42651259512271,0.21908485760994623,5 min
P04844,RPN2_HUMAN,RPN2,sp|P04844|RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,631,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.266828239555032,16.62524396830974,-0.3584157287547072,5 min
P04908,H2A1B_HUMAN,H2AC8,sp|P04908|H2A1B_HUMAN,Histone H2A type 1-B/E,130,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.321477957597457,13.973315904190137,-6.65183794659268,5 min
P05107,ITB2_HUMAN,ITGB2,sp|P05107|ITB2_HUMAN,Integrin beta-2,769,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.532184696495694,15.321800751940032,0.21038394455566234,5 min
P05114,HMGN1_HUMAN,HMGN1,sp|P05114|HMGN1_HUMAN,Non-histone chromosomal protein HMG-14,100,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.616015403939574,15.049610830018835,-0.43359542607926116,5 min
P05120,PAI2_HUMAN,SERPINB2,sp|P05120|PAI2_HUMAN,Plasminogen activator inhibitor 2,415,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,6.635317028599512,-6.635317028599512,5 min
P05141,ADT2_HUMAN,SLC25A5,sp|P05141|ADT2_HUMAN,ADP/ATP translocase 2,298,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.281626810273842,18.258955842115093,0.02267096815874936,5 min
P05161,ISG15_HUMAN,ISG15,sp|P05161|ISG15_HUMAN,Ubiquitin-like protein ISG15,165,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.923268063050894,16.242314223027577,-0.31904615997668273,5 min
P05198,IF2A_HUMAN,EIF2S1,sp|P05198|IF2A_HUMAN,Eukaryotic translation initiation factor 2 subunit 1,315,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.24046114551536,17.547922008087788,-0.30746086257242666,5 min
P05204,HMGN2_HUMAN,HMGN2,sp|P05204|HMGN2_HUMAN,Non-histone chromosomal protein HMG-17,90,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.13205331057303,15.466295860770241,0.6657574498027898,5 min
P05386,RLA1_HUMAN,RPLP1,sp|P05386|RLA1_HUMAN,60S acidic ribosomal protein P1,114,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.17554001781154,16.693441100250883,-0.5179010824393444,5 min
P05387,RLA2_HUMAN,RPLP2,sp|P05387|RLA2_HUMAN,60S acidic ribosomal protein P2,115,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.081621533746826,18.972620722741283,0.1090008110055436,5 min
P05388,RLA0_HUMAN,RPLP0,sp|P05388|RLA0_HUMAN,60S acidic ribosomal protein P0,317,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.934270724940674,18.850630838474267,0.08363988646640763,5 min
P05412,JUN_HUMAN,JUN,sp|P05412|JUN_HUMAN,Transcription factor Jun,331,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,0.0,0.0,0.0,5 min
P05423,RPC4_HUMAN,POLR3D,sp|P05423|RPC4_HUMAN,DNA-directed RNA polymerase III subunit RPC4,398,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.329148090284991,-7.329148090284991,5 min
P05455,LA_HUMAN,SSB,sp|P05455|LA_HUMAN,Lupus La protein,408,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.718284124553087,17.6879889974625,0.030295127090585794,5 min
P05556,ITB1_HUMAN,ITGB1,sp|P05556|ITB1_HUMAN,Integrin beta-1,798,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.13798570756774,15.19701566685109,-0.05902995928335031,5 min
P06127,CD5_HUMAN,CD5,sp|P06127|CD5_HUMAN,T-cell surface glycoprotein CD5,495,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,8.403352244208012,0.0,8.403352244208012,5 min
P06132,DCUP_HUMAN,UROD,sp|P06132|DCUP_HUMAN,Uroporphyrinogen decarboxylase,367,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.51560040616622,15.177741069645784,0.3378593365204363,5 min
P06280,AGAL_HUMAN,GLA,sp|P06280|AGAL_HUMAN,Alpha-galactosidase A,429,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.557315074752334,14.902542973990831,-7.345227899238497,5 min
P06396,GELS_HUMAN,GSN,sp|P06396|GELS_HUMAN,Gelsolin,782,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.868607785549816,15.526228340517202,0.3423794450326145,5 min
P06400,RB_HUMAN,RB1,sp|P06400|RB_HUMAN,Retinoblastoma-associated protein,928,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.173299781736908,16.88849422524364,0.2848055564932679,5 min
P06493,CDK1_HUMAN,CDK1,sp|P06493|CDK1_HUMAN,Cyclin-dependent kinase 1,297,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.69733356080027,16.60175687241742,0.09557668838285238,5 min
P06576,ATPB_HUMAN,ATP5F1B,sp|P06576|ATPB_HUMAN,"ATP synthase subunit beta, mitochondrial",529,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.439348272171365,19.39697479392354,0.04237347824782489,5 min
P06702,S10A9_HUMAN,S100A9,sp|P06702|S10A9_HUMAN,Protein S100-A9,114,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,0.0,0.0,0.0,5 min
P06703,S10A6_HUMAN,S100A6,sp|P06703|S10A6_HUMAN,Protein S100-A6,90,Homo sapiens,1:Experimental evidence at protein level,0.9719,0.999,14.234210786193742,6.971348514951468,7.262862271242274,5 min
P06729,CD2_HUMAN,CD2,sp|P06729|CD2_HUMAN,T-cell surface antigen CD2,351,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.824459129473307,6.360381919259518,0.4640772102137891,5 min
P06733,ENOA_HUMAN,ENO1,sp|P06733|ENOA_HUMAN,Alpha-enolase,434,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.851718936175622,19.623105573443762,0.22861336273185984,5 min
P06744,G6PI_HUMAN,GPI,sp|P06744|G6PI_HUMAN,Glucose-6-phosphate isomerase,558,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.87629460827023,18.785620018705494,0.09067458956473473,5 min
P06746,DPOLB_HUMAN,POLB,sp|P06746|DPOLB_HUMAN,DNA polymerase beta,335,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.755497991712454,14.309430907789789,0.4460670839226655,5 min
P06748,NPM_HUMAN,NPM1,sp|P06748|NPM_HUMAN,Nucleophosmin,294,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.369354914312186,20.468772511660326,-0.09941759734813971,5 min
P06865,HEXA_HUMAN,HEXA,sp|P06865|HEXA_HUMAN,Beta-hexosaminidase subunit alpha,529,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.413898896007953,15.100295851753785,-7.686396955745832,5 min
P07099,HYEP_HUMAN,EPHX1,sp|P07099|HYEP_HUMAN,Epoxide hydrolase 1,455,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.93262268629049,13.5094777013623,0.4231449849281894,5 min
P07108,ACBP_HUMAN,DBI,sp|P07108|ACBP_HUMAN,Acyl-CoA-binding protein,87,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.618211051567396,19.031841260442675,-0.41363020887527924,5 min
P07195,LDHB_HUMAN,LDHB,sp|P07195|LDHB_HUMAN,L-lactate dehydrogenase B chain,334,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.485268467850556,20.164213089715595,0.321055378134961,5 min
P07199,CENPB_HUMAN,CENPB,sp|P07199|CENPB_HUMAN,Major centromere autoantigen B,599,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.979533677010278,13.700837727652594,-6.721304050642316,5 min
P07205,PGK2_HUMAN,PGK2,sp|P07205|PGK2_HUMAN,Phosphoglycerate kinase 2,417,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,6.79128050056279,-6.79128050056279,5 min
P07237,PDIA1_HUMAN,P4HB,sp|P07237|PDIA1_HUMAN,Protein disulfide-isomerase,508,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.375054856248877,18.141472337021092,0.2335825192277845,5 min
P07305,H10_HUMAN,H1-0,sp|P07305|H10_HUMAN,Histone H1.0,194,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.345037792027179,13.606307237878223,-7.261269445851044,5 min
P07311,ACYP1_HUMAN,ACYP1,sp|P07311|ACYP1_HUMAN,Acylphosphatase-1,99,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.707784678330803,16.617343257223823,0.09044142110698061,5 min
P07339,CATD_HUMAN,CTSD,sp|P07339|CATD_HUMAN,Cathepsin D,412,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.90444779307878,15.916505052758655,-0.012057259679874477,5 min
P07355,ANXA2_HUMAN,ANXA2,sp|P07355|ANXA2_HUMAN,Annexin A2,339,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,18.476127329311282,18.00946513135773,0.46666219795355346,5 min
P07384,CAN1_HUMAN,CAPN1,sp|P07384|CAN1_HUMAN,Calpain-1 catalytic subunit,714,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.19256041517702,17.100246862294256,0.09231355288276433,5 min
P07437,TBB5_HUMAN,TUBB,sp|P07437|TBB5_HUMAN,Tubulin beta chain,444,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.583294105860123,20.223950609408497,0.35934349645162555,5 min
P07602,SAP_HUMAN,PSAP,sp|P07602|SAP_HUMAN,Prosaposin,524,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.647205188004435,16.57052124423638,0.0766839437680531,5 min
P07686,HEXB_HUMAN,HEXB,sp|P07686|HEXB_HUMAN,Beta-hexosaminidase subunit beta,556,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.130586335143633,16.010697181534024,0.11988915360960917,5 min
P07737,PROF1_HUMAN,PFN1,sp|P07737|PROF1_HUMAN,Profilin-1,140,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.630164327242213,19.51239640972689,0.117767917515323,5 min
P07738,PMGE_HUMAN,BPGM,sp|P07738|PMGE_HUMAN,Bisphosphoglycerate mutase,259,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,6.4038180336152,6.622583438175017,-0.21876540455981708,5 min
P07741,APT_HUMAN,APRT,sp|P07741|APT_HUMAN,Adenine phosphoribosyltransferase,180,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.316806663452823,17.594096385687678,-0.2772897222348547,5 min
P07766,CD3E_HUMAN,CD3E,sp|P07766|CD3E_HUMAN,T-cell surface glycoprotein CD3 epsilon chain,207,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.00317257438331,16.80530815363733,0.19786442074597943,5 min
P07814,SYEP_HUMAN,EPRS1,sp|P07814|SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase,1512,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.8692447845223,16.786450437847233,0.08279434667506891,5 min
P07858,CATB_HUMAN,CTSB,sp|P07858|CATB_HUMAN,Cathepsin B,339,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.000352658293707,14.99836140424198,0.001991254051727509,5 min
P07900,HS90A_HUMAN,HSP90AA1,sp|P07900|HS90A_HUMAN,Heat shock protein HSP 90-alpha,732,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.986568833429565,21.083640307995797,-0.09707147456623133,5 min
P07902,GALT_HUMAN,GALT,sp|P07902|GALT_HUMAN,Galactose-1-phosphate uridylyltransferase,379,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P07919,QCR6_HUMAN,UQCRH,sp|P07919|QCR6_HUMAN,"Cytochrome b-c1 complex subunit 6, mitochondrial",91,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.493248084336148,15.71281928939062,-0.21957120505447136,5 min
P07951,TPM2_HUMAN,TPM2,sp|P07951|TPM2_HUMAN,Tropomyosin beta chain,284,Homo sapiens,1:Experimental evidence at protein level,1.0,0.9982,0.0,0.0,0.0,5 min
P07996,TSP1_HUMAN,THBS1,sp|P07996|TSP1_HUMAN,Thrombospondin-1,1170,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.779626099870113,0.0,6.779626099870113,5 min
P08069,IGF1R_HUMAN,IGF1R,sp|P08069|IGF1R_HUMAN,Insulin-like growth factor 1 receptor,1367,Homo sapiens,1:Experimental evidence at protein level,0.9837,0.9987,0.0,6.705899073949553,-6.705899073949553,5 min
P08133,ANXA6_HUMAN,ANXA6,sp|P08133|ANXA6_HUMAN,Annexin A6,673,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.7984354029521,18.709355301883058,0.08908010106904385,5 min
P08134,RHOC_HUMAN,RHOC,sp|P08134|RHOC_HUMAN,Rho-related GTP-binding protein RhoC,193,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.849773891408815,7.195827514583147,0.6539463768256679,5 min
P08238,HS90B_HUMAN,HSP90AB1,sp|P08238|HS90B_HUMAN,Heat shock protein HSP 90-beta,724,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.557293134155294,20.6832673599395,-0.12597422578420492,5 min
P08240,SRPRA_HUMAN,SRPRA,sp|P08240|SRPRA_HUMAN,Signal recognition particle receptor subunit alpha,638,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.850311274602543,15.253479333885718,-0.4031680592831748,5 min
P08311,CATG_HUMAN,CTSG,sp|P08311|CATG_HUMAN,Cathepsin G,255,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P08397,HEM3_HUMAN,HMBS,sp|P08397|HEM3_HUMAN,Porphobilinogen deaminase,361,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.366762699062186,15.32772547964978,0.03903721941240512,5 min
P08519,APOA_HUMAN,LPA,sp|P08519|APOA_HUMAN,Apolipoprotein(a),2040,Homo sapiens,1:Experimental evidence at protein level,0.9949,0.9988,0.0,0.0,0.0,5 min
P08567,PLEK_HUMAN,PLEK,sp|P08567|PLEK_HUMAN,Pleckstrin,350,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.2322675148151605,6.919414100720019,0.3128534140951418,5 min
P08571,CD14_HUMAN,CD14,sp|P08571|CD14_HUMAN,Monocyte differentiation antigen CD14,375,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.446422507109794,16.42766492096291,0.018757586146882943,5 min
P08574,CY1_HUMAN,CYC1,sp|P08574|CY1_HUMAN,"Cytochrome c1, heme protein, mitochondrial",325,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.961630301191558,15.945828135380069,0.015802165811489743,5 min
P08579,RU2B_HUMAN,SNRPB2,sp|P08579|RU2B_HUMAN,U2 small nuclear ribonucleoprotein B'',225,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.754101157017285,16.048577941190267,-0.29447678417298206,5 min
P08621,RU17_HUMAN,SNRNP70,sp|P08621|RU17_HUMAN,U1 small nuclear ribonucleoprotein 70 kDa,437,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.13090872113904,17.18881160868625,-0.05790288754721118,5 min
P08648,ITA5_HUMAN,ITGA5,sp|P08648|ITA5_HUMAN,Integrin alpha-5,1049,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.823862573841556,13.205512990458221,0.6183495833833348,5 min
P08670,VIME_HUMAN,VIM,sp|P08670|VIME_HUMAN,Vimentin,466,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.718523880049617,18.4467845458465,0.27173933420311513,5 min
P08708,RS17_HUMAN,RPS17,sp|P08708|RS17_HUMAN,40S ribosomal protein S17,135,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.123455605628422,17.996516293450373,0.12693931217804888,5 min
P08754,GNAI3_HUMAN,GNAI3,sp|P08754|GNAI3_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-3,354,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.249263826132115,15.531244662953311,-0.28198083682119623,5 min
P08758,ANXA5_HUMAN,ANXA5,sp|P08758|ANXA5_HUMAN,Annexin A5,320,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.730203309799754,15.641246655750631,-7.911043345950877,5 min
P08779,K1C16_HUMAN,KRT16,sp|P08779|K1C16_HUMAN,"Keratin, type I cytoskeletal 16",473,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P08865,RSSA_HUMAN,RPSA,sp|P08865|RSSA_HUMAN,40S ribosomal protein SA,295,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.02552098251727,19.72630613433502,0.2992148481822525,5 min
P09001,RM03_HUMAN,MRPL3,sp|P09001|RM03_HUMAN,"39S ribosomal protein L3, mitochondrial",348,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.092963736940444,-14.092963736940444,5 min
P09012,SNRPA_HUMAN,SNRPA,sp|P09012|SNRPA_HUMAN,U1 small nuclear ribonucleoprotein A,282,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.373868408541608,17.020592875759384,-0.6467244672177763,5 min
P09104,ENOG_HUMAN,ENO2,sp|P09104|ENOG_HUMAN,Gamma-enolase,434,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.317112742947003,16.688133908340596,0.6289788346064071,5 min
P09110,THIK_HUMAN,ACAA1,sp|P09110|THIK_HUMAN,"3-ketoacyl-CoA thiolase, peroxisomal",424,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.184585857988885,15.300808604790593,-0.11622274680170719,5 min
P09132,SRP19_HUMAN,SRP19,sp|P09132|SRP19_HUMAN,Signal recognition particle 19 kDa protein,144,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.006268111054938,14.817688322880215,0.18857978817472265,5 min
P09211,GSTP1_HUMAN,GSTP1,sp|P09211|GSTP1_HUMAN,Glutathione S-transferase P,210,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.86598130247115,19.97618390692093,-0.11020260444978192,5 min
P09234,RU1C_HUMAN,SNRPC,sp|P09234|RU1C_HUMAN,U1 small nuclear ribonucleoprotein C,159,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.39034562415433,16.307770237364323,0.08257538679000831,5 min
P09326,CD48_HUMAN,CD48,sp|P09326|CD48_HUMAN,CD48 antigen,243,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.537747722436198,14.981864766605788,-1.444117044169591,5 min
P09382,LEG1_HUMAN,LGALS1,sp|P09382|LEG1_HUMAN,Galectin-1,135,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.947841571849317,17.704436383658688,-0.7565948118093715,5 min
P09417,DHPR_HUMAN,QDPR,sp|P09417|DHPR_HUMAN,Dihydropteridine reductase,244,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.452853620495626,15.418205470806415,0.03464814968921104,5 min
P09429,HMGB1_HUMAN,HMGB1,sp|P09429|HMGB1_HUMAN,High mobility group protein B1,215,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.247734350101936,19.00535867160322,0.24237567849871766,5 min
P09488,GSTM1_HUMAN,GSTM1,sp|P09488|GSTM1_HUMAN,Glutathione S-transferase Mu 1,218,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.993719202689476,15.816961818824872,0.17675738386460438,5 min
P09543,CN37_HUMAN,CNP,sp|P09543|CN37_HUMAN,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",421,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.189072310461192,16.03599982786327,0.1530724825979206,5 min
P09564,CD7_HUMAN,CD7,sp|P09564|CD7_HUMAN,T-cell antigen CD7,240,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.913606096635963,15.629134837417324,-1.7155287407813606,5 min
P09622,DLDH_HUMAN,DLD,sp|P09622|DLDH_HUMAN,"Dihydrolipoyl dehydrogenase, mitochondrial",509,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.626103705442915,17.820688965485864,-0.19458526004294896,5 min
